Date,Proximity to Station,Station,Item Burnt,Comments,Fire Severity
9/24/2012,N,36 St (4 Av),EQUIPMENT,INSPECTED AND FOUND A SCORCH MARK ON F4 TRACK NORTH OF THE STATION AT COL 454+50 ON THE FREE SHOE SIDE ON THE WEST TURN OUT RAIL. UNKNOWN CAUSE OF SCORCH MARK. MONITORED SEVERAL TRAINS THROUGH THE AREA WITHOUT FURTHER INCIDENT. TRACK AND THIRD RAIL EQUIPM,1
9/24/2012,I,Kings Hwy (BMT McDonald Av),TIE,FOUND A SCORCHED TIE AT 60' N/O SIGNAL 405 ON TRACK 1 IN THE STATION BY THE 10 CAR MARKER THAT WAS PUT OUT WITH WATER. NO OTHER TRACK DAMAGE. TRACK IS SAFE FOR SERVICE. ,1
9/25/2012,N,Jackson Av,ELECTRICAL WIRE,,1
9/25/2012,N,2 Av,DEBRIS,"M/S DUNLEAVY 239778 (TRO): EVIDENCE OF EXTINGUISHED DEBRIS FIRE UNDER THE THIRD RAIL, COL 910+00 TRACK B-2. NO DAMAGE TO EQUIPMENT. SAFE FOR SERVICE.",1
9/25/2012,I,Woodside-61St,TIE,INSPECTED AND FOUND A TIE THAT WAS BURNT IN THE CENTER AT 200' N/O SIGNAL 2813 ON C2 TRACK. NO OTHER DAMAGE. TRACK IS SAFE FOR SERVICE. ,1
9/27/2012,N,Briarwood-Van Wyck Blvd,DEBRIS,"0943 PINNO (T3, 703998):  DEBRIS FIRE IN SWITCH AREA, UNKNOWN SWITCH NUMBER D3-TRACK COL. 1658+50.  IT WAS EXTINGUISHED WITH WATER.  NO DAMAGE AND TRACK SAFE FOR SERVICE.  POSSIBLE ARC FROM CONTACT RAIL CAUSE FIRE.  MOW NOTIFIED M/S PARDASIE (SIG).",1
9/27/2012,S,Parsons Blvd,DEBRIS,"0943 PINNO (T3, 703998):   DEBRIS FIRE UNDER CONTACT RAIL AT COL. D1-1708+30 WAS STILL SMOLDERING UPON ARRIVAL.  HE DOUSED IT WITH WATER.  NO DAMAGE AND TRACK SAFE FOR SERVICE.  POSSIBLE ARC FROM CONTACT RAIL CAUSE FIRE.
",1
9/28/2012,I,Pelham Bay Pk,DEBRIS,"NO TRACK DEFECTS, TSS DILLAN EXTINGUISHED A DEBRIS FIRE ON TRACK 2 AT COL #331+00. SAFE FOR SERVICE.",1
9/28/2012,N,Grand Central (Upper Level),DEBRIS,,1
9/30/2012,S,E 105 St,DEBRIS,"1217 RTO-B1: 1129 'L' O/O 8AVE REPORTED PAPER DEBRIS FIRE 10 FEET N/O Q1-525+01 IN THE SWITCH POINT. TSS GRANT USED THE FIRE EXTINGUISHER TO EXTINGUISH THE FIRE. SEQUENCE 3  IS ISSUED AND FD290 NOTIFIED
1330 M/S-1 HERCULES (387342) (TRK): PAPER DEBRIS FI",1
10/1/2012,N,York St,DEBRIS,"1054 T/W HUGHES (417770): SAW THE EVIDENCE OF EXTINGUISHED DEBRIS FIRE AT B1-822+00. NO DAMAGE AND TRACK IS SAFE FOR SERVICE.
1057 PDM WHITAKER (TRO/S): NO PERSONNEL IS AVAILABLE.",1
10/1/2012,S,125 St (IND St. Nicholas Av),DEBRIS,1358 T/I SOMMERVILLE 842748 (TRK): HE EXTHINGUISHED A GREASE/DEBRIS FIRE WITH WATER. THE FIRE WAS IN THE FLANGE WAY AT COL A1 1292+10. NO DAMAGE TO THE TRACKS. THE TRACK ARE SAFE FOR SERVICE. MOW UPDATED RTO.,1
10/2/2012,I,23 St (IND 8 Av),DEBRIS,1621 ERT ROSSITTO (TK) 764765:  FOUND A BURNT UMBRELLA ON A2 TRACK AT COL 1026+15 ON THE FREE SHOE SIDE THAT WAS EXTINGUISHED WITH WATER. UMBRELLA WAS REMOVED FROM THE ROADBED AND DISPOSED OF. NO TRACK DAMAGE. TRACK IS SAFE FOR SERVICE. PDM SPANGER (TRO).,1
10/3/2012,I,Court Sq (IND),DEBRIS,"1315 SOLLAZZO (T3, 841429):  CARDBOARD CAUGHT FIRE IN THE TROUGH AT COL. E2-1233+50.  EXTINGUISH BY WATER. NO DAMAGE AND TRACK SAFE FOR SERVICE.
1334 MOW CALLED PDM RODRIGUEZ (TRO/NO) AND REPORTS NO TRO PERSONNEL RESPONDED.",1
10/3/2012,N,Crown Heights-Utica Av (IRT),DEBRIS,"1901 M/S SEMPLE 807926(TK): BY SWITCH 541A AND CL 308+75 TK-3 OBSERVED A PAPER DEBRIS FIRE EXTINGUISHED BY A TSS WITH CHEMICAL. THERE IS A BUCKET NEAR THE TRACKS BUT NO EVIDENCE THAT THE TRAIN HIT THE BUCKET. TRACK IS SAFE FOR SERVICE
1910 M/S CHEN 14746",1
10/6/2012,N,Grand Central (Lower Level),BANK OF LIGHTS - INCANDESCENT,M/S NAZAR (LGT): WE REMOVED THE DAMAGED BANK AND REPAIRED THE CIRCUIT. C2-59+10. THE AREA WAS LEFT SAFE FOR SERVICE.,1
10/8/2012,N,14-Union Sq. (IRT 4 Av),DEBRIS,FOUND EVIDENCE OF A DEBRIS FIRE EXTINGUISHED WITH WATER N/O STATION ON TRACK 2 AT COL. 96+00. INSPECTED THE ROADBED FROM COL. 102+50 TO 85+50 AND FOUND NO TRACK DAMAGE. THE TRACK IS SAFE FOR SERVICE.,1
10/9/2012,S,Court St-Borough Hall ,EQUIPMENT,"TSS INNIS REPORTED THE SAW TRACK PERSONNEL WERE USING CAME IN CONTACT WITH THE TRAIN CURRENT COLLECTOR CAUSING SMOKE IN THE AREA. MOW TRACK ON THE SCENE WORKING IN THE AREA, EXTINGUISHED THE FIRE. NO INJURIES TO ANY PERSONNEL, NO DAMAGE REPORTED TO EQUIPM",1
10/11/2012,N,72 St (IRT Broadway),DEBRIS,"1331 M/S BINDA (SIG):  SIG/MTR. VAUGIN 917846 REPORT NO SIGNAL EQUIPMENT DAMAGE.  SIGNAL 2782 WORKING AS DESIGNED.  DEBRIS FIRE UNDER THE STOP WAS EXTINGUISHED PRIOR TO ARRIVAL.
1452 M/S FORBES (TRK): ERT LUNDY,541030, CHECKED THE REPORTED LOCATION. NO E",1
10/12/2012,N,Jamaica Vn Wyck,DEBRIS,"1750 ERT GOODING (328126) (TK): OBSERVED EVIDENCE OF A SMALL DEBRIS FIRE THAT WAS EXTINGUISHED ON TRACK DA2  AT COLUMN # 1382+00. TRACK IS SAFE FOR SERVICE.
2109 PDM URBAN (TRO): BASED ON TRACK DEPT. FEEDBACK AND PERSONNEL SHORTAGE, TRO WILL NOT BE SENDI",1
10/12/2012,N,66 St-Lincoln Center,DEBRIS,"2245 ERT LAPORTE (TRK) 503636: PAPER DEBRIS ON TRACK 3 EXTIGUISHED BY TSS WITH WATER AT COL 262+00. NO TRACK DAMAGE TRACK IS SAFE FOR SERVICE.
10/13/2012
0140 SUPT. TORTORELLA(TRO) CALLED AND WAS UPDATED. HAS NO MTRS TO SEND.",1
10/13/2012,I,Wakefield-241 St,DEBRIS,1825 ERT MIRANDO 612535 (TK): DEBRIS FIRE BY STREET COLUMN 434. FIRE WAS EXT. WITH WATER AND THERE WAS NO TRACK DAMAGE. TRACK SAFE FOR SERVICE. MOW NOTIFIED M/S MORRIS (TK),1
10/15/2012,S,Queensboro Plaza,TIE,"0959 M/S-1 ANEIROS 017968) (INFR): FIRE DEPT. EXTINGUISHED SHORT TIE FIRE ON C1 TRACK AT COLUMN 74.
1009 SUPT. KEARNS (T1, 461458):   ROTTED TIE CAUGHT FIRE, NOT ON 3rd RAIL SIDE,  SOMEONE THREW A CIGARETTE.  HE EXTINGUISH IT WITH WATER,  COL. 74.  NO DA",1
10/15/2012,N,Prospect Av (IRT Bronx),TIE,"1223 T/W CARVALHO (138627) (TRK): WALK TIE FIRE WAS EXTINGUISHED BY FIRE DEPT. N/O STATION ON TRACK 3 AT COLUMN 152. TIE NEEDS TO BE REPLACED, BUT TRACK IS SAFE FOR SERVICE. MOW UPDATED VINA (T1)",1
10/17/2012,S,Hoyt St-Schermerhorn St,DEBRIS,"0839 T/I DEVINE 216844 : FOUND DRY CHEMICAL RESIDUE IN THE AREA OF COLUMN 775+50, THE FIRE APPEARED TO BE BEHIND THE 3RD RAIL, THERE IS NO TRACK DAMAGE, TRACK SAFE FOR SERVICE,  MOW  UPDATED MORENO(TRO/SO). ",1
10/18/2012,I,18 St,EQUIPMENT,UNKNOWN ITEM BRIDGED 3RD RAIL CAUSING LOUD NOISE AND A SCORCH MARK ON THE 3RD RAIL.,1
10/18/2012,I,18 St,EQUIPMENT,UNKNOWN ITEM BRIDGED 3RD RAIL CAUSING LOUD NOISE AND SCORCH MARK. NO DAMAGE TO EQUIPMENT.,1
10/20/2012,S,125 St (IND St. Nicholas Av),INSULATOR,"T/I MAYERS 571239 (TK): ARCING INSULATOR REMOVED AT COL 1289+90 TRACK A-2. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
10/22/2012,I,Rockaway Blvd,TIE,M/S GUZMAN (TK-349867)  WAS NOTIFIED BY A STATION CLEANER OF A TIE BURNING AT THE N/E OF THE S/B  TRACK.RESPONDED AND EXTINGUISHED THE TIE  WITH WATER. THE TIE WAS LOCATED ON K1 TRACK 160 FEET S/O ADJACENT SIGNAL K3-534. THE F.D ALSO RESPONDED AND PUT WAT,1
10/22/2012,I,238 St (Broadway),TIE,"BURNT DRY ROTTED WALK TIE, SAFE FOR SERVICE.",1
10/24/2012,S,Fulton St (IND Lower Level),CABLE,"0627 M/S RAMSINGH (TRO) 727867: ON THE SCENE WITH SUPT ANISOWICZ, WILL BE INVESTIGATING CONDITION.
0629 M/S MARCELLE (557311) TRK IS REPORTING NO TRACK DAMAGE, FIRE IS TRO CABLES THAT GO INTO THE GROUND, THEY ARE NOT BURNING AT THIS TIME, TRO PERSONNEL A",2
10/24/2012,N,Kings Hwy (BMT McDonald Av),TIE,,1
10/24/2012,S,182-183 St,DEBRIS,"2156 M/S FOSTER 287563 (TRO): FOUND AN ALUMINUM FOIL GROUNDED THE LAG AT COL 1545+20  AND SELF EXTINGUISHED WHICH CAUSED ARCING IN THE AREA, LAG WAS REPLACED AND 3RD RAIL EQUIPMENT IS SAFE FOR SERVICE.  MOW NOTIFIED RTO.",1
10/25/2012,S,Flushing Main St,DEBRIS,"0808 TK/INSP PYROS 722495: RCI EXTINGUISHED PAPER DEBRIS FIRE MIDDLE TRACK S/E OF THE STATION. JUST OUTSIDE OF THE STATION AT 488+00. NO DAMAGE SAFE FOR SERVICE.
0833 MOW: NOTIFIED M/S2 MELVIN (T-1).",1
10/25/2012,N,High St-Bklyn Br,DEBRIS,,1
10/25/2012,N,21St-Queensbridge,DEBRIS,"1946 M/S FREDERICK #292424 (ERT/TRK): FOUND EVIDENCE OF A TRACK FIRE IN THE TROUGH AT COL 1236+50 THAT WAS EXTINGUISHED WITH WATER. THERE WAS NO DAMAGE TO THE TRACK. THE TRACK IS SAFE FOR SERVICE.
2012 PDM BEKKERMAN (TRO) 056559: DUE TO TRACK PERSONNEL R",1
10/26/2012,N,14 St-Union Sq (BMT Upper Lev),LIGHTING TAP,,1
10/27/2012,S,34 St-Penn Sta (IRT 7 Av),DEBRIS,"1620 M/S MORINGLAN (623556): EXTINGUISHED SMOLDERING DEBRIS ON TRACK 1 AT COLUMN # 33+30. REQUESTED TRO TO RESPOND BECAUSE OF DEBRIS SATURATED WITH GREASE UNDER THE 3RD RAIL AND HEAVY ARCING AND SPARKS FROM THE 3RD RAIL EVERY TIME A TRAIN GOES THROUGH. 
",1
10/29/2012,I,Chambers St (BMT Centre St),EQUIPMENT,"10/31/2012
0908 MOW CALLED PDM VALLON (TRO/S) FOR FEEDBACK  WHO CONFIRMED THAT PART OF THE THIRD RAIL THAT BROKE OFF DUE TO AN EXPLOSION FROM THE HIGH WATER (STORM RELATED). M/S LEUNG, 519074 (TRO) WOULD BE MAKING REPAIRS THIS WEEK. MOW REQUESTED TO BE U",2
10/29/2012,I,86 St (BMT W 7 St),UNDETERMINED,"THE SMOKE WAS CAUSED BY FLOODED/STORM AND POWER WAS REMOVED , SUPT FARRELL (STORM/DESK) CONFIRMES",1
10/29/2012,I,Ave X Yard (Culver),UNDETERMINED,"THE SMOKE WAS CAUSED BY FLOODED TRACKS, STORM RELATED. POWER WAS REMOVED , SUPT FARRELL (STORM/DESK) CONFIRMES",1
10/29/2012,I,Clark St,UNDETERMINED,"THE SMOKE WAS CAUSED BY FLOODED TRACKS, STORM RELATED. POWER WAS REMOVED , SUPT FARRELL (STORM/DESK) CONFIRMES",1
10/29/2012,I,Lexington Av / 53 St (IND),CABLE,"0133 M/S MORRIS (TK#624305): 3RD RAIL CABLES FOUND BURNT IN THE VICINITY OF SIGNAL 1156X208 N/E OF THE STATION ON TK-D4. EVIDENCE SEEN THAT THE FIRE WAS EXTINGUISHED BY DRY CHEMICAL. NO TRACK DAMAGE.
0201 MOW NOTIFIED BEKKERMAN (TRO).
0253 M/S DAVIS (TR",2
10/29/2012,S,Eastchester-Dyre Av,DEBRIS,"10/30/2012
1230 MOW CALLED SUPT O'CARROL (E180 ST,T1) FOR FEEDBACK WHO STATED THEY WOULD BE TAKING CARE OF ALL THE DOWN TREES ON THE DYRE LINE. HE STATED THIS FIRE TSS EXTINGUISHED WAS A SMALL FIRE. THEY WOULD BE CHECKING THE WHOLE AREA TO MAKE IT SAFE.",1
10/29/2012,I,Ave X,UNDETERMINED,"THE SMOKE WAS CAUSED BY FLOODED TRACKS, STORM RELATED. POWER WAS REMOVED , SUPT FARRELL (STORM/DESK) CONFIRMES",1
10/30/2012,S,Broad St,CABLE,"2347 ACSO TOBIN: THEY HAVE 50 DAMAGED SIGNAL CABLES THAT NEED TO BE REPAIRED.
0405 RTO B1: A TRACK INSPECTOR IS REPORTING A SMOKE CONDITION S/O STATION.
0439 SUPT TORTORELLA (TRO) ON THE SCENE WITH F.D. THE CABLE IS STILL SMOLDERING IN THE DUCT. REMOVIN",3
10/31/2012,N,7 Av (53 St),PORCELAIN INSULATOR,"K INSP ROBINSON (#752019) REPORTED A 3RD RAIL INSULATOR CUP ON FIRE AT SURVEY B4-1097+15. MOW NOTIFIED FORD (TRO).
M/S OSBOURN (P/D) 670092: HE EXTINGUSHED THE FIRE, INSTALLED A 5 1/2 INCH INSULATOR AND SHIMS NEED TK DEPT TO REPLACE THE TIE. TK IS SAFE F",1
11/1/2012,S,Parsons Blvd,DEBRIS,,1
11/3/2012,S,Prospect Park,DEBRIS,"1535 T/I MANRESA 556606 SIGNAL SUPERVISOR REPORTED TO ME HE EXTINQUISH A DEBRIS FIRE S/O STATION, INSPECTED ALL TRACKS FROM 430+00 TO 431+00 AND FOUND NO SIGNS OF SMOKE OR FIRE, TRACK SAFE FOR SERVICE. MOW NOTIFIED RTO.
1539 M/S SMITH (832283) (S2/S5): A",1
11/4/2012,S,Chambers St (IRT Varick St),FIBERGLASS INSULATOR,"0806 ERT STEMBERGER #857000: DEBRIS EXTINGUISHED WITH CHEMICAL ON TRACK 2 AT COLUMN 174+05. TRACK IS CLEAR AND SAFE FOR SERVICE.
0915 RTO-A: M/S-1 OSBOURNE (TRO) REPORTED 3RD RAIL INSULATOR NEEDS TO BE REPLACED ON TRACK 2 N/O STATION. POWER WILL BE REMOV",1
11/4/2012,N,Chambers St (BMT Centre St),CABLE,"1120 M/S LOFTUS, 531820 (TRK,) FD EXTINGUISHED A CABLE FIRE BEHIND THE THIRD RAIL ON R4 TRK BY COL 219+00. MOW UPDATED VALLON (TRO)
1153 M/S YANKOW (TRO), 989121: THESE WERE BURNT THIRD RAIL TRANSPOSITION CABLES ON R4 TRK BY COL 219+00. THE NIGHT TOUR WO",2
11/4/2012,S,Coney Is Yard,CABLE,"2150 M/S LYNN 543710 (TK): THIRD RAIL CABLES SMOLDERING ON TRACK 32 APPROX 20' S/O DWARF SIGNAL (X500). MOW NOTIFIED ACTO BRENNAN AND UPDATED PDM VALLON (TRO).
11/05/2012
0347 MOW CALLED PDM VALLON (TRO) FOR AN UPDATE, HE REPORTS M/S DORIS RESPONDED AND",2
11/5/2012,N,135 St (IRT Lenox Av),DEBRIS,"DEBRIS FIRE EXTINGUISHED BY TSS. TRACKS SAFE, NO DAMAGE.",1
11/5/2012,S,Queensboro Plaza,TIE,"0724 M/S-1 FOSTER (287563) (TRO): TRACK DEPT. EXTINGUISHED THE TIE FIRE AT C1-107 N/O STATION. THERE IS A DAMAGED 3RD RAIL SHIM WHICH NEEDS TO BE REPLACED BY DAY FORCES. 3RD RAIL EQUIPMENT IS SAFE FOR SERVICE. MOW NOTIFIED PDM VALON (TRO/S).
0732 T/I JAC",1
11/5/2012,N,Woodside-61St,TIE,"1006 M/S PEREZ (QBP): M/S MATLES (T1) #567496 RESPONDED ASSISTED F/D EXTINGUISHING THE FIRE 400 FT N/O SIGNAL 2902 SCORCH TIE. TRACK IS SAFE FOR SERVICE.
1050 M/S-1 BONSIGNORE (TRO): INSPECTED THE 'M' TRACK FROM 2902 TO HOME SIGNAL 528 AND FOUND NOTHING ",1
11/5/2012,S,Kings Hwy (BMT McDonald Av),DEBRIS,"TSS PUNTORNIO REPORTED A TRACK FIRE S/O THE STATION TK-3 AT SURVEY MARKER 414+25.
MOW TRACK PERSONNEL CONFIRMS EVIDENCE OF A PAPER FIRE EXTINGUISHED WITH CHEMICAL, NO DAMAGE TO ANY EQUIPMENT.",1
11/7/2012,N,207 St Yard,CABLE,228 M/S HOUGLIN (TRO): M/S GOMEZ 327271 (TRO) REPORT REMOVING A SMOKING CABLE AND INSTALLING A JUMPER. REPAIRS WILL BE DONE ON A LATER DATE,1
11/7/2012,I,14-Union Sq. (IRT 4 Av),DEBRIS,"1552 M/S BENBOW 058901(TK): THERE WAS EVIDENCE OF DEBRIS FIRE NEAR THE 3RD RAIL BET TRACKS 2 AND 3 AT COL 94+00 THAT WAS EXTINGUISHED WITH WATER. THERE IS NO DAMAGE, THE TRACK IS SAFE FOR SERVICE.
2128 ERT BARRY (TRO)043008: INSPECTED AREA AND FOUND NO E",1
11/7/2012,I,Times Sq-42 St (IRT Lower Lvl),FIBERGLASS INSULATOR,"1806 M/S MORINGLAN (TK) 623556: PD MTRS INSTALLED 2 INSULATORS AT 150' S/O SIGNAL 16 ON TRACK 1. TRACK IS SAFE FOR SERVICE.
1832 M/S HAUGLIN (TRO) 373865: REMOVED 1 THIRD RAIL INSULATOR AT 100' INTO THE STATION ON TRACK C1 AND INSTALLED 2 FIBERGLASS INSU",1
11/7/2012,I,Grand Central (Lower Level),FIBERGLASS INSULATOR,"1953 ERT ROSSITTO (TK) 764765: FOUND AN ARCING INSULATOR ON C2 TRACK AT COL 32+90 ON THE EAST RAIL. NO TRACK DAMAGE. TRACK IS SAFE FOR SERVICE. CURRENTLY POWER IS OFF. AWAITING THIRD RAIL MTRS TO REPLACE INSULATOR.
2048 PDM GUILAMO (TRO)347408: REPLACED ",1
11/7/2012,S,125 St (IRT Lexington Av),FIBERGLASS INSULATOR,"2011 M/S FLORES (TK) 282521: FOUND A BURNING FIBERGLASS INSULATOR ON 1A TRACK AT COL 223+60. EXTINGUISHED THE FIRE WITH TSS YANIS. NO TRACK DAMAGE. THIRD RAIL MTRS REPLACED THE INSULATOR AND TRACK IS SAFE FOR SERVICE.
2016 M/S FOSTER (TRO) 287563: BURNIN",1
11/8/2012,I,Ozone Pk-Lefferts Blvd,TIE,"M/S NOHAR (S2/S5): SIGNAL MTR ESSIG (PASS#259363) REPORTED THIS IS A TIE WHICH WAS SMOLDERING THAT HE PUT IT OUT, NOT A SIGNAL CASE. NO SURVEY MARKER GIVEN AT THIS TIME.
 RAMRAJ (TK INP #727555): SMOLDERING TRACK TIE NEAR SIGNAL K1-588 N/E OF THE STATION",1
11/8/2012,S,137-City Collge,EQUIPMENT,"0855 TK/INSP VALENTINE 913730: THE HEATER ROD FOR SWITCH 7A BURNED OUT.  THE WIRE WAS CUT OUT.  LOCATED ON THE EAST RAIL ON TRACK 1 JUST 50 FT S/O THE PORTAL.  NO DAMAGE TO TRACK, SAFE FOR SERVICE.  SGL M/S CORSI NOTIFIED.
11/09/2012
0342 MOW CALLED M/S",2
11/10/2012,N,Coney Is Yard,CABLE,"1919 M/S ALEXANDER 008079 (CABLE SECTION): THERE WAS 6 CABLES, 80FT LONG THAT WAS GROUNDED BY TK SWITCH 591. THESE BURN CABLES WAS ISOLATED AND A JUMPER WAS INSTALLED FROM TRACK TO TRACK 2 AT THE SOUTH SIDE OF SWITCH 591. HAND SWITCH 28 WAS CLOSED TO FEED",2
11/12/2012,N,Bay Ridge-95 St,DEBRIS,1209 M/S YANKOW (TRO/SO) #989121: IN REGARD TO THE POPPING SOUND MONITORED AREA AND CONDITION UNFOUND. THE DEBRIS (PAPER) FIRE WAS IN THE FROG AREA EXTINGUISHED WITH WATER ON F2 TK COLUMN 620+25. THIRD RAIL EQUIPMENT IS SAFE FOR SERVICE.,1
11/12/2012,S,Canal St (IND 6 Av),DEBRIS,"046 M/S-2 BLAJZEWICZ 076107 (TRO): FOUND EVIDENCE OF AN EXTINGUISHED PAPER DEBRIS FIRE S/O STATION AT COL. A3-914+08. THERE IS NO DAMAGE TO THIRD RAIL EQUIPMENT, ALL SAFE FOR SERVICE.",1
11/13/2012,I,Hoyt St-Fulton Mall,DEBRIS,"1003 T/I BURTON 119680 (TRK): THIS WAS A PAPER/ DEBRIS  FIRE UNDER THE 3RD RAIL BRACKET ON TRACK 3 AT COL 129+50. THE FIRE SELF EXTHINGUISHED.  NO DAMAGE TO TRACK EQUIPMENT. TRACK EQUIPMENT IS SAFE FOR SERVICE.
1031  PDM DALESSIO CALLED AND WAS UPDATED. ",1
11/13/2012,S,145 St (IND St. Nicholas Av),DEBRIS,DEBRIS FIRE IN THE WIDE AREA S/O THE STATION BETWEEN TRACK C1 AND TRACK C3/4 AT COLUMN 1349+60 TO COLUMN 11349+40 .THE DEBRIS WAS NEXT TO THE SIGNAL CASES OUTSIDE THE RELAY ROOM. FOUND A POSITIVE THIRD RAIL FEEDER CABLE GOING TO THE KICKER RAIL AT COL 134,1
11/14/2012,S,Atlantic Av,DEBRIS,,1
11/16/2012,I,116 St (IRT Lexington Av),DEBRIS,"T/I BRAY 922397 (TK: EVIDENCE OF EXTINGUISHED DEBRIS FIRE BY FD ON TRACK 4 AT COL 209+30. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
11/17/2012,N,Rockaway Park Yard,CABLE,"2150 MOW CALLED M/S DARIS 229126 (TRO) WHO REPORTED THE CABLES GOING FROM HAND SWITCH 36 TO THE CONTACT RAIL WAS SMOKING ON TRACK 9, IN THE PROCESS OF ISOLATING CABLE. M/S DARIAS (TRO) CONTACT NUMBER 718-807-5390. MOW NOTIFIED RTO.
2207 RTO B2: 3RD RAIL ",1
11/18/2012,I,Spring St (IRT Lafayette St),DEBRIS,"T/I JACKSON 428374 (TK): EVIDENCE OF EXTINGUISHED FIRE AT COL 42+90, TRACK 1BETWEEN THE RUNNING RAILS. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
11/18/2012,S,Coney Is Yard,CABLE,"SUPT TORTORELLA 899691 (TK): GROUNDED CABLE ISULATED AT KICKER RAIL TRACK 87, SWITCH 467. AFTERMATH OF SANDY . TRACK 88 TAKEN OUT OF SERVICE AND WILL BE TURNED OVER TO THE DAY CREW.",1
11/18/2012,I,Harlem-148 St,DEBRIS,"1658 M/S FLORES 282521 (TK): FOUND EVIDENCE OF DEBRIS FIRE EXTINGUISHED WITH WATER ON TRACK 4 APPROX. 10' S/O OF A/S 1733. NO TRACK DAMAGE, TRACK IS SAFE FOR SERVICE. MOW NOTIFIED RTO.",1
11/19/2012,S,Myrtle-Wyckoff Avs (L line),EQUIPMENT,1959 M/S2 BLAZEJEWICZ 076107 (TRO): THERE WAS A RUBBER MAT ON FIRE THAT WAS EXTINGUISHED 25' S/O THE STATION. NO DAMAGE TO THIRD RAIL EQUIPMENT.,1
11/19/2012,N,Coney Is Yard,CABLE,"2131 ERT CORCHADO 176098 (TK): THERE WAS A FIRE AT THIRD RAIL JUNCTION BOX 10' S/O H/S X366 ON TRACKS 75 AND 76. NO TRACK DAMAGE AND TRACK IS SAFE FOR SERVICE.
2137 RTO: M/S 2 BLAZEJEWICZ 076107 (TRO) REPORTS THERE WAS A GROUNDED CABLE AT KNIFE SWITCH BO",2
11/20/2012,S,Broadway Jctn-(ENY IND) ,DEBRIS,,1
11/21/2012,S,Brighton Beach,TIE,"1656 M/S GONZALEZ (TK)327757: OBSERVED A SCORCHED TIE EXTINGUISHED WITH CHEMICAL ON TK-4 NEAR SWITCH 683A. TRACK IS SAFE FOR SERVICE. DOES NOT LOOK LIKE THE SWITCH IS DAMAGED. MOW NOTIFIED RTO
2011 M/S KRISHTAL (S5)491274: THERE WAS NO SIGNAL EQUIPMENT D",1
11/23/2012,I,45 St,DEBRIS,"ERT CORCHADO 176098 (TK): EVIDENCE OF DEBRIS FIRE EXTINGUISHED WITH WATER AT COL 487+40, TRACK F-1. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
11/24/2012,N,15 St-Prospect Park,DEBRIS," T/I PATSATIS (T6): THERE WAS A DEBRIS FIRE IN THE WIDE AREA NORTH OF THE STATION BETWEEN B1 ABD B2 TRACKS COLUMN 631+80. FD EXTINGUISHED THE FIRE WITH WATER. NO TRACK DAMAGE, AREA IS SAFE FOR SERVICE.",1
11/25/2012,N,Lexington Av / 53 St (IND),DEBRIS,"M/S2 BOUCHER 087153 (TK): EVIDENCE OF EXTINGUISHED DEBRIS FIRE TRACK D-4, COL 1156+70. NO DAMAGE, SAFE FOR SERVICE. ",1
11/25/2012,S,125 St (IRT Lenox Av),DEBRIS,FOUND EVIDENCE OF BURNT PAPER DEBRIS AROUND THE  981 SIGNAL STOPCASE. NO DAMAGE TO THE SIGNAL. THE AREA AROUND THE SIGNAL STOP  WAS CLEANED.,1
11/26/2012,N,E 180 St,TIE,1201 T/I JOSEPHSON (451340) (T1): NO DAMAGE TO THE TRACK. 30 FEET S/O SWITCH 577 ON TRACK 22 RTO EXTINGUISHED SMALL TIE TRACK FIRE. NO DAMAGE. TRACK IS SAFE FOR SERVICE.,1
11/26/2012,S,125 St (IRT Lexington Av),DEBRIS,1517 T/I SMITH (835223): CONFIRMED EVIDENCE OF AN EXTINGUISHED PAPER FIRE NEAR SIGNAL 2164 S/O THE STATION ON TRACK 1. NO DAMAGE TO THE TRACK. TRACK IS SAFE FOR SERVICE. MOW NOTIFIED RTO.,1
11/27/2012,S,Flushing Main St,DEBRIS,"1423 RTO-B1: TSS W. COLON EXTINGUISHED A SMALL PAPER DEBRIS FIRE AT C1-488+35.  SEQ 3 ASSIGNED, F/D 155 NOTIFIED.
1455 T/I MORALES (PASS 621138): CONFIRMED SMALL PAPER DEBRIS FIRE AT C1-488+35. EXTINGUISHED BY STATION PERSONNEL. TRACK IS CLEAR AND SAFE F",1
11/28/2012,I,Newkirk Plaza (BMT),CABLE,"1418 M/S BARRIGAN (TRO/NO) #043878: SCORCH ON INSULATION CABLE ON EXPRESS TRACK A3-529+45. THE CABLE WILL BE REPLACED AT A LATER DAY BUT NO DAMAGE TO THIRD RAIL EQUIPMENT.
1420 TK/INSP MANRESA (TK-556606): FOUND EVIDENCE OF A 3RD RAIL CABLE FIRE EXTINGUI",1
11/28/2012,S,Prospect Park,DEBRIS,1910 ERT JONES 446892 (TK): THERE WAS A RAG ON FIRE AT SURVEY MARKER A4-440+60 THAT WAS PUT OUT WITH WATER BY A TSS. THERE IS NO DAMAGE THE TRACK IS SAFE FOR SERVICE,1
